review,sentiment
"A respectable venture on its own terms , lacking the broader vision that has seen certain Trek films ... cross over to a more mainstream audience .",positive
"It 's weird , wonderful , and not necessarily for kids .",positive
An elegant film with often surprising twists and an intermingling of naivet̩ and sophistication .,positive
"Blessed with two fine , nuanced lead performances .",positive
"While this has the making of melodrama , the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .",positive
"As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .",positive
Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .,positive
"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",negative
Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing\/reappearing acts,positive
Meant for Star Wars fans .,negative
It is there to give them a good time .,positive
"From a deceptively simple premise , this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .",negative
Simply and eloquently articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .,negative
Provides a very moving and revelatory footnote to the Holocaust .,positive
"Terrific performances , great to look at , and funny .",positive
"A little uneven to be the cat 's meow , but it 's good enough to be the purr .",positive
"It 's a compelling and horrifying story , and The Laramie Project is worthwhile for reminding us that this sort of thing does , in fact , still happen in America .",negative
I like it .,positive
"There is a freedom to watching stunts that are this crude , this fast-paced and this insane .",negative
"That rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",negative
"That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .",positive
"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .",negative
"A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .",positive
"The film does a solid job of slowly , steadily building up to the climactic burst of violence .",negative
Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .,positive
The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,positive
"Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone .",positive
